STT,App Name,Category
462,Amal Mobile Banking - Innovation and Development (IDCORP).txt,
463,Amazon Seller - Amazon Mobile LLC.txt,
464,Amazon for Tablets - Amazon Mobile LLC.txt,
465,Animal Selling - Shailendra Borse.txt,
466,Antique Market: Buy & Sell - CTS WebLab.txt,
467,AppNews Delivery - AppNews Delivery.txt,
468,Appsara Ecommerce Demo - APPSARA.txt,
469,Arab Art for Sale - Buy and Sell Art - Enozom.txt,
470,Aramex Mobile - Aramex International LLC.txt,
471,Arivaa Ecommerce - Laxaar.txt,
472,Auto Trader: Buy & Sell - CTS WebLab.txt,
473,"AutoUncle: Used car search, compare prices - AutoUncle.txt",
474,Axos Bank® - Axos Bank.txt,
475,BAEMIN - Food delivery - WOOWA BROTHERS VIETNAM.txt,
476,"BBuzzArt: Sell & Buy Fine Art, Artworks, Painting - BBuzzArt Co, Ltd.txt",
477,BCF Mobile Banking - BCF Mobile banking.txt,
478,BCU Mobile Banking - BCU.txt,
479,BD Online Shopping - Nasir BPM (Creativity Application).txt,
480,"BEA 東亞銀行 - The Bank of East Asia, Limited.txt",
481,BNL - BNL S.txt,
482,BNZ Mobile - Bank of New Zealand.txt,
483,Baboon - Food Delivery - BABOON.txt,
484,Bagdevi - Food Delivery App - Bagdevi India.txt,
485,Bagdoom Online Shopping - BAGDOOM.txt,
486,Banca Sella - BancaSella.txt,
487,Banggood - Easy Online Shopping - Banggood.txt,
488,Bank Austria Mobile Geldbörse - UniCredit Bank Austria AG.txt,
489,Bank Linth Mobile Banking - Liechtensteinische Landesbank AG.txt,
490,Bank Of Cyprus - Bank of Cyprus Public Company Ltd.txt,
491,Bank of China - Bank of China.txt,
492,BankOn Mobile - Expressbank.txt,
493,BankSA Mobile Banking - St.txt,
494,Banking - Volkswagen Financial Services AG.txt,
495,Barwa Banking Application - Barwa Bank Qatar.txt,
496,Bechdy - Buy and Sell (Pakistan # 1 Website ).txt,
497,Beelivery: Grocery Delivery - We Deliver Local.txt,
498,Bentafy - Bentafy Technology.txt,
499,Best Bike for Sale – Cheap Prices bike sale buy - Arvind K Maurya.txt,
500,Bhojdeals (now BHOJ) - Restaurant Deals & Delivery - Backdrop Pty Ltd.txt,
501,Big Cruise Ship Games Passenger Cargo Simulator - ALP GAMES.txt,
502,Big Pizza Delivery Boy Simulator - RED RHINO.txt,
503,BigCommerce - BigCommerce.txt,
504,"Bikroy - Sell, Buy & Find Jobs - Bikroy.txt",
505,Bizebrand: B2B Branding & e-Commerce Platform - Pravada Infotech Pvt Ltd.txt,
506,Bizversity - Entrepreneur & Business Coaching - BRiN Global Pty Ltd.txt,
507,Blibli.txt,
508,Blue Paper E-commerce UI KIT - WSDESIGN.txt,
509,BoC Wallet - Bank of Cyprus Public Company Ltd.txt,
510,Bolt Delivery - Ostone Tech.txt,
511,"Book Keeper - Accounting, GST Invoicing, Inventory - Just Apps Pvt.txt",
512,BookScouter - BookScouter.txt,
513,Bookstores.txt,
514,Bots.txt,
515,Boutir - Online Shop Builder - Red So.txt,
516,Brazilian Ship Games Simulator - ALP GAMES.txt,
517,"Buffer: Social Media Manager - Buffer, Inc.txt",
518,Building An Online Business - Free Mobile Apps Online.txt,
519,Business Accounting - Golden-Accounting.txt,
520,Business App v4 - Ordering Inc.txt,
521,Business Calculator - CO.txt,
522,"Business Calendar 2・Agenda, Planner & Organiser - Appgenix Software.txt",
523,Business Call Manager - A dialer & calllog manager - Trecin.txt,
524,Business Card Maker - Iris Studios and Services.txt,
525,Business Card Maker - Photo Visiting Card Maker - Photo Studio & Picture Editor Lab.txt,
526,Business Card Maker Visiting Card Maker Photo Logo - Splendid App Maker.txt,
527,Business Communication App - Swisscom (Switzerland) Ltd.txt,
528,Business Diary Sales Notes Register & Day Planner - Pro Data Doctor Pvt.txt,
529,Business Dictionary by Farlex - TheFreeDictionary.txt,
530,Business English Listening - App Offline.txt,
531,Business English Test - quizworld.txt,
532,Business For Home News - Van Ons BV.txt,
533,Business Founder - Startup Manager Game - Efficience Labs.txt,
534,Business Game - Ironjaw Studios Private Limited.txt,
535,Business Ideas - बिजनेस आइडिया 2020 - Fame App.txt,
536,Business Ideas Urdu - Easy Business in Pakistan - Apps Cloud Int.txt,
537,Business Inc.txt,
538,"Business Insider - Business Insider, Inc.txt",
539,Business Management - Intelitech.txt,
540,Business Model Canvas & SWOT - Mob Business.txt,
541,Business Partners - Business Partners Network LLC.txt,
542,Business Plan - Ayed Al Qahtani.txt,
543,Business Plan For Startups - Appstude.txt,
544,Business Plan Free Business Ideas Free - Sunrise Apps Ltd.txt,
545,Business Quotes - Dub Apps.txt,
546,Business Standard News - Business Standard.txt,
547,Business Startup - Entrepreneur Mindset - Dogmaz Mobile.txt,
548,Business Success Quotes Images - SendGroupSMS.txt,
549,Business Tasks - Appgenix Software.txt,
550,Business Tips for success - Rangus.txt,
551,Business Tycoon - Company Management Game - Michael Asaraf.txt,
552,Business and Marketing - LearnProID.txt,
553,Business communication - RomanT.txt,
554,Business plan guide and tools for entrepreneurs - Thomsen Business Information.txt,
555,Business strategy - Igor Zemlianoi.txt,
556,Buy Sell Car Malaysia - Apps design by Ah Boy.txt,
557,Buy Used Cars in India - xyzApps.txt,
558,Buy Used Cars in USA - xyzApps.txt,
559,Buy and Sell Mobile - Pakistan - Right Solution.txt,
560,BuyToAmerica International Shipping - Buytoamerica LLC.txt,
561,Byblos Bank Mobile Banking - Byblos Bank.txt,
562,CAFAGO-Cool Electronic Gadgets - The Global Online Shopping.txt,
563,CBQ Mobile - Commercial Bank of Qatar.txt,
564,CMA CGM - CMA CGM.txt,
565,COLREGs - Lights and shapes of vessels - madeof.txt,
566,COSCO SHIPPING Lines Mobile App - COSCO SHIPPING Lines (Headquarters).txt,
567,CRV Mobile Banking - Cedacri Spa.txt,
568,CamCard Business - INTSIG.txt,
569,Camera Market: Buy & Sell - CTS WebLab.txt,
570,Canon PRINT Business - Canon Inc.txt,
571,"CarDekho: Buy & Sell New & Used Car,Price & Offers - Girnar Software Pvt.txt",
572,Card 2 Card - Tinkoff Bank.txt,
573,Careem NOW: Order food & more - Careem.txt,
574,Carriage - Food Delivery - Carriage - Local Delivery.txt,
575,Carriage-Driver - Carriage - Local Delivery.txt,
576,CeX: Tech & Games - Buy & Sell - CeX.txt,
577,Cell Phones from China for cheap.txt,
578,Central Bank Mobile Banking - Central Bank of Utah.txt,
579,Centro Business Planning Tool - Centro Mobile.txt,
580,"Cheap Cars For Sale, Find or Sell Yours - Autopten.txt",
581,Cheap Online Shopping: Price In China - Team Ubiquitous.txt,
582,Cheap computer & office equipment online shopping - Cheap Prices in China.txt,
583,Cheap women's clothes online shopping stores - Cheap Prices in China.txt,
584,Cheetay - Online shopping and food delivery - Cheetay.txt,
585,Chrono24 - Chrono24 GmbH.txt,
586,"Cisco Webex Meetings - Cisco Systems, Inc.txt",
587,Click Delivery Greece - ClickDelivery S.txt,
588,Clothy - Buy And Sell Clothes - Altunaiji.txt,
589,Cloudfy - Williams Commerce.txt,
590,Club Factory - Online Shopping App - Club Factory.txt,
591,Collectors Market: Buy & Sell - CTS WebLab.txt,
592,Commerzbank Banking - The app at your side - Commerzbank A.txt,
593,Copart – Salvage Car Auctions - Copart.txt,
594,Costa Cruises - Costa Crociere S.txt,
595,CoutLoot - Chat & Bargain Online Shopping in India - CoutLoot.txt,
596,"Crayon – Easy website builder - Hands, Inc.txt",
597,CrazyPoly - Business Dice Game - NeatHippo.txt,
598,Credit Card Reader NFC (EMV) - Julien MILLAU.txt,
599,Credit Suisse Direct - Credit Suisse Group AG.txt,
600,Cruise Ship Mate & Excursions - Cruiseline.txt,
601,Cruise.txt,
602,Curve - Mobile wallet for your bank cards - Curve 1 Ltd.txt,
603,Cyprus online shopping apps-Cyprus Online Store - Md Shoriful hasan.txt,
604,DAILY Business UP™ - Iveco S.txt,
605,DASH Delivery Services - Brunei's #1 On-Demand Delivery with Live Tracking.txt,
606,DBA – buy and sell used goods - Mobile Development eBay Denmark.txt,
607,DBS digibank SG - DBS Bank Ltd.txt,
608,DHL eShop - MallforAfrica.txt,
609,DHgate - online wholesale stores - dhgate.txt,
610,"DLX - Food, Errands, On-demand Delivery - SparkPoint Innovations Inc.txt",
611,DS - Delivery Boy - Delivery Star.txt,
612,Dailywale - Online Fresh Milk Delivery App - Daily Needs and Activities.txt,
613,Daraz Online Shopping App - Daraz Mobile.txt,
614,Deals Guruji - Cash On Delivery & Online Payments - Developer AS.txt,
615,Deals for wish Discounts & free Shipping - hiriapps.txt,
616,DeliverEats :Food Delivery - Deliver Kiwi Limited.txt,
617,Deliverink Food Delivery - Deliverink Ltd.txt,
618,Deliveroo Rider - Deliveroo.txt,
619,Delivery App - Neemo.txt,
620,Delivery App v4 - Ordering Inc.txt,
621,Delivery Much - Delivery de Comida - Delivery Much.txt,
622,Delivery Star - Delivery Star.txt,
623,Delivery Tip Tracker Free - Gavin's App Creations.txt,
624,Delivery Tip Tracker Pro - Gavin's App Creations.txt,
625,DeliveryPanda - 熊猫外卖配送端 - HungryPanda.txt,
626,Depop - Clothes Shopping: Streetwear & Vintage - Depop.txt,
627,Details ships - Kirill Sidorov.txt,
628,Dial a Delivery - Becker & Becker.txt,
629,Diamond Bank Mobile Banking - Diamond Bank.txt,
630,Diana Shipping Inc.txt,
631,Digital Video Business Card Maker - Digital Marketing Tools.txt,
632,"Discogs - Catalog, Collect & Shop Music - Discogs.txt",
633,Discount Coupons for Ubereats - Food Delivery - Scorpioitch Technologies Inc.txt,
634,Discovery Bank - Discovery Bank Ltd.txt,
635,Divisoria online Shopping - Buyer - Divisoria Online.txt,
636,"Domain - Buy, rent or sell property & real estate - Domain Holdings Australia.txt",
637,Domino's Pizza Bangladesh - Jubilant Foodworks.txt,
638,Doorstep Food Delivery - doorstep.txt,
639,Dreamstime: Sell Your Photos - Dreamstime.txt,
640,Dressy - Cheap Women's clothes online shopping App - Korchix.txt,
641,Drivers-Runners Delivery Service - Food Runners.txt,
642,Drop Shipping - Life's Adventures.txt,
643,Dropshipping Calculator - Amazon To eBay Arbitrage - ANRUDev.txt,
644,Dubai UAE Online Shopping - Online Shopping App.txt,
645,Dáme jídlo - Food Delivery - DameJidlo.txt,
646,E Commerce Treva Shop UI kit using Flutter - Jipau.txt,
647,E commerce App Demo - Technorigins.txt,
648,E-Commerce Android App Demo - Solodroid.txt,
649,E-Commerce Germany - Online Shop Germany - Cam-Technology.txt,
650,E-Commerce Quiz - Learn & Play Quiz.txt,
651,E-commerce Mobile App - Tigabits Technologies.txt,
652,E-commerce Shopping Demo - Flow Comptech Solutions LLP.txt,
653,E-commerce native UI - RV & VJ.txt,
654,EASI - Food Delivery - EASI Australia.txt,
655,ECommerce - Versatile Mobitech Pvt Ltd.txt,
656,Eahara Food Delivery App - Hassle Free Services.txt,
657,Earrings online shopping app - Mirraw.txt,
658,Easy Ship - Kaushal Enterprises.txt,
659,Eat Delivery - Eat Group Holding.txt,
660,EatEasy - Order Food Online - Eateasily Online JLT.txt,
661,EcoStruxure for Small Business - Schneider Electric SE.txt,
662,Ecommerce App - W G Technologies Private Limited.txt,
663,Ecommerce Demo - DroidGeeks.txt,
664,Ecommerce News Magazine - Media Consulting y Asesoria.txt,
665,Ecommerce Store Demo - Abhi Android.txt,
666,Ecommerce Template - HKWebtech.txt,
667,Ecwid Ecommerce - Sell Online with Store Builder - Ecwid.txt,
668,Entrepreneur Business Ideas - Tools & Tutorials - Alex Genadinik.txt,
669,Etisalat Business - Etisalat UAE.txt,
670,Eurobank Business App - Eurobank Ergasias S.txt,
671,Evaly - Online Shopping Mall - Evaly.txt,
672,FATFOOD Home-made Food Order & Delivery - FATFOOD.txt,
673,FCMB Business - FIRST CITY MONUMENT BANK LIMITED.txt,
674,FLYER Eats: Local Food Delivery - B!ENE Technologies.txt,
675,FabAlley -Women Fashion Online Shopping - FabAlley.txt,
676,Facebook Analytics - Facebook.txt,
677,Fandom Ship Names Generator: Fluff and Fun - Simple Soft Alliance.txt,
678,Farmkey - Agriculture App | Online Shopping India - FarmKey-AgriCulture Shop.txt,
679,"FashionTIY - Fashions Wholesale Supplier - FashionTIY, Inc.txt",
680,FedEx - FedEx.txt,
681,Fednet - Federal Bank.txt,
682,Fidelity Mobile Banking - Fidelity Bank Ghana Limited.txt,
683,Financial and Banking Terms Offline Dictionary - Edutainment Ventures- Making Games People Play.txt,
684,Find Winning Products For Dropshipping - Mehjer.txt,
685,FindShip - MarineToolbox.txt,
686,Fingo - Online Shopping Mall & Cashback Official - Fingo Group.txt,
687,First Business - Australian Securities and Investments Commission.txt,
688,Fiverr - Freelance Services - Fiverr.txt,
689,Flowers & Gifts - Bloom & Wild - Bloom & Wild.txt,
690,Flowwow flowers.txt,
691,Flutter E-commerce Pro App - GeekyAnts.txt,
692,Flutter UI Challenges - PopupBits.txt,
693,Flutter e-commerce - grocery demo - Dacts.txt,
694,Foap - sell your photos - Foap Poland SP Z.txt,
695,Food Away - Local delivery & Foodawway restaurant - FATC.txt,
696,Food Delivery - Master Software Solutions.txt,
697,Food Delivery - dhansukh enterprise.txt,
698,Food delivery app with driver - Freaktemplate.txt,
699,FoodBee - Friendly Food Delivery App in Himachal - FoodBee Services.txt,
700,Foodnerd - Food Delivery App - Arkhitech.txt,
701,Foodracers: food delivery - Foodracers.txt,
702,Foody Cyprus - Online food delivery - Foody.txt,
703,Fordeal - shop everything for you - FORDEAL GROUP LTD.txt,
704,Foutlet - Online Shopping Mall - TOPFASHION BUSINESS CO.txt,
705,Free Invoice Maker App - Bookipi - Billing Estimate.txt,
706,Free Online Shopping India App - Velarudh®.txt,
707,Free Web Store Builder - ShopGoOn.txt,
708,Freeto - Ecommerce APP - magebay.txt,
709,Full Template Multipurpose eCommerce Grocery App - Afroza Yasmin.txt,
710,Furniture online shopping app - Buy cheap! - Cheap Prices in China.txt,
711,Fórum E-Commerce Brasil 2019 - E-Commerce Brasil.txt,
712,GERMANY : All in one Shopping : online shopping - All In One Shopping App: online Shopping Apps.txt,
713,GO! Delivery - Netsolace Inc.txt,
714,GTBank - Guaranty Trust Bank.txt,
715,"Gameflip: Gaming Hub | Buy & Sell | Learn & Train - ijji, inc.txt",
716,GasUp - On Demand Gas Delivery - Gasup.txt,
717,Gearbest Online Shopping - GEARBEST(HONGKONG)LIMITED.txt,
718,GeekBuying - Gadget shopping made easy - GeekBuying Official.txt,
719,Germany Online Shopping Sites - Online Store - Cam-Technology.txt,
720,"GetBaqala Grocery Shopping & Delivery App (BH, SA) - GetBaqala Inc.txt",
721,GetU - Online shopping mall - SINOPAK IRISIDG.txt,
722,Glovo: Order Anything.txt,
723,Go Shipping - Go Shipping & Management Inc.txt,
724,"GoCanvas Business Apps & Forms - Canvas Solutions, Inc.txt",
725,GoSwak - Online group buying - GoSwak.txt,
726,Google Ads - Google LLC.txt,
727,Google Analytics - Google LLC.txt,
728,"Grab - Transport, Food Delivery, Payments - Grab Holdings.txt",
729,"Grailed: Buy & Sell Men's Clothing - Grailed, Inc.txt",
730,GraysOnline - Grays Ecommerce Group.txt,
731,GrocerApp - Online Grocery Delivery - GrocerApp.txt,
732,Grocery EWDC – Demo App - ZUAN.txt,
733,"Groupon - Shop Deals, Discounts & Coupons - Groupon, Inc.txt",
734,Gulf Bank Mobile Banking - Gulf Bank K.txt,
735,Guyana Online Shopping - ( MatrixShopping ) - Guyana Online Shopping.txt,
736,HOW TO WRITE A BUSINESS PLAN - Creative Writing Apps.txt,
737,HSBC Mobile Banking - HSBC Technology & Services USA.txt,
738,HSBC UK Mobile Banking - HSBC.txt,
739,Hamrobazar - sell & buy online classified shopping - Hamrobazar.txt,
740,"HappyFresh – Groceries, Shop Online at Supermarket - HappyFresh.txt",
741,Hatla2ee - new and used cars for sale - هتلاقى.txt,
742,Hello Bank! - BNL S.txt,
743,Home - Design & Décor Shopping - Wish Inc.txt,
744,"Homes for Sale, Rent - Real Estate - Homes.txt",
745,How to Start A Small Business-Small Business Ideas - TechMono360.txt,
746,How to start business - eternal apps.txt,
747,HubSpot - HubSpot.txt,
748,HungryNaki - Food Delivery - Hungrynaki.txt,
749,HungryPanda - 熊猫外卖，海外中餐中超外卖App，异国他乡尽享家的味道 - HungryPanda.txt,
750,HungryUS - Free Lunch&Dinner Food Delivery - HungryForUS.txt,
751,IBBL iSmart - Islami Bank Bangladesh Limited.txt,
752,ICBC Mobile Banking - ICBC.txt,
753,IMC Business Application - International Marketing Corp.txt,
754,IMO Class Dangerous Goods - DBG Nautical.txt,
755,ITF Seafarers - International Transport Workers' Federation.txt,
756,India Cheap Online Shopping - Easy inc 815.txt,
757,Instacart: Same-day grocery delivery - Instacart.txt,
758,Instamobile - Ecommerce App Template - Florian Marcu.txt,
759,International Business - Intelitech.txt,
760,International Business News - SunOneApps.txt,
761,Interstellar Pilot - pixelfactor.txt,
762,Intesa Sanpaolo Business - Intesa Sanpaolo SPA.txt,
763,Introduction to Business - Open Education.txt,
764,Intune Company Portal - Microsoft Corporation.txt,
765,"Investor's Business Daily - Investor's Business Daily, Inc.txt",
766,Invoice Maker & Billing App - Invoice Home.txt,
767,"Invoice Maker – estimate, invoices and receipt app - SpeedInvoice - Invoice Generator.txt",
768,Invoice Maker: Estimate & Invoice Creator - Invoice Simple.txt,
769,Ionic 3 Ecommerce Template - Elvento Labs.txt,
770,"Isagenix Business - Verb Technology Company, Inc.txt",
771,Islamic Shop - Online Shopping App - IslamicShop.txt,
772,Italy Online Shopping Sites - Online Store Italy - Cam-Techno168.txt,
773,Italy online shopping app-Online Store Italy-Italy - Md Shoriful hasan.txt,
774,Jabong Online Shopping App - Jabong.txt,
775,"Jamaica Classified App - Buy, Sell & Rent Anything - ThinkBrite Solutions.txt",
776,Japan online shopping app-Online Store Japan-Japan - Md Shoriful hasan.txt,
777,Jewellery Online Shopping App - Mirraw.txt,
778,Jiji Ghana - Buy & Sell - Jiji Group.txt,
779,Jiji Kenya - Buy & Sell - Jiji Group.txt,
780,Jiji Uganda - Buy & Sell - Jiji Group.txt,
781,Jobships - Jobships.txt,
782,"Jojo: Fast and Secure Delivery - First Shoshin Solutions, Corp.txt",
783,Joom.txt,
784,Jumia Deals - Buy & Sell Everything.txt,
785,Jumia Food: Local Food Delivery near You - JUMIA.txt,
786,Just Businesses: Business Networking App - Kumar Savar Malhotra (KSMSOFTTECH).txt,
787,KBC Ireland Mobile Banking - KBC Bank Ireland Public Limited Company.txt,
788,KITGRO - Lankan Food & Grocery Delivery - Blue Icon.txt,
789,KOL - Alcohol delivery - KOL-APP.txt,
790,Kemiio e-commerce App - ANK Technologies.txt,
791,KiKUU: Online Shopping Mall - KiKUU.txt,
792,Kilimall - Affordable Online Shopping - Kilimall.txt,
793,King Burger delivery app - Freaktemplate.txt,
794,Knight Bite - Cloud Kitchen | Food Delivery App - Knight Bite.txt,
795,Konga Online Marketplace - Konga Online Shopping Limited.txt,
796,Kurtis Online Shopping Latest Kurti - my shopping apps.txt,
797,"Kushiin Delivery App : Food , Grocery & Services - INDRO TECHNOLOGIES PVT LTD.txt",
798,"LEADer:Free CRM, Customers, Leads & Sales Tracking - LEADer: Free CRM, Sales, Customers & Leads tracker.txt",
799,LINQQ-Business & Professional Networking Platform  - Linqq.txt,
800,LLB Mobile Banking - Liechtensteinische Landesbank AG.txt,
801,LUNCH:ON - Food delivery - ON Technologies Inc.txt,
802,LWholesale Fashion Shopping - Lovely Fashion.txt,
803,LalaFood - Fastest Food Delivery - LALA APP.txt,
804,Lalamove Driver - Earn Extra Income - Lalamove Media Limited.txt,
805,Landwirt.txt,
806,LankaMarket - Buy & Sell Anything - Lanka Market.txt,
807,Learn Business Management - CIITApps.txt,
808,Learn Shopify : Video Tutorials - SikApps Developers.txt,
809,Learn eCommerce : Video Tutorials - SikApps Developers.txt,
810,Letterhead Maker Business letter pad template Logo - Splendid App Maker.txt,
811,Lidl - Offers & Leaflets - Lidl Digital International GmbH & Co.txt,
812,LightInTheBox - Global Online Shopping - LightInTheBox Co.txt,
813,"Listia: Buy, Sell, Free Stuff.txt",
814,Loak - Buy.txt,
815,Logo Maker: Branding For Small Business - Worryfree App Studios.txt,
816,Lotezy - Lotezy E-commerce Co.txt,
817,MAF Carrefour Online Shopping - Carrefour Development Team.txt,
818,MINDBODY Business - MINDBODY Inc.txt,
819,MOJO Pizza - Order Pizza Online | Pizza Delivery - PHPL.txt,
820,MSC for Me - MSC Cruises S.txt,
821,Magento Mobile Application - Master Software Solutions.txt,
822,Make Money Online - 45+ Business Ideas - InnovayLabs.txt,
823,Malaysia Shopping - Online Shopping Malaysia - All in One App info.txt,
824,Mama - Thoughtful Shopping - Wish Inc.txt,
825,Marine Insight - Marine Insight.txt,
826,Marine Radar - Ship tracker - Headway Labs.txt,
827,Marine Safety Signs - DBG Nautical.txt,
828,Marine navigation: cruise finder & ship tracker - Marine tracker studio.txt,
829,MarinersApp - MarinersApp.txt,
830,Maritime Dictionary - Alif Innovative Solution.txt,
831,Maritime Dictionary - Mohamed Elmallawany.txt,
832,"Maritime Global News - Maritime Activity Reports, Inc.txt",
833,Masala Box - Order Homemade Food - Free Delivery - Masalabox Food Networks Pvt Ltd.txt,
834,MaterialX - Android Material Design UI - Dream Space.txt,
835,McDelivery UAE - McDonalds UAE.txt,
836,McDonald's - McDonald's Apps.txt,
837,McKinsey Insights - McKinsey & Co.txt,
838,Mechanics Bank Mobile Banking - Mechanics Bank.txt,
839,Medsonway - Medicine Delivery App - Medsonway.txt,
840,Men Shoes Online Shopping India - Divyam Infotech Private Limited.txt,
841,Menu.txt,
842,Metro Online | Grocery and Electronics - blueEX.txt,
843,Mi Store - Xiaomi.txt,
844,Microsoft Dynamics 365 Business Central - Microsoft Corporation.txt,
845,Microsoft Power BI - Microsoft Corporation.txt,
846,Migros Bank E-Banking Phone - Migros Bank AG.txt,
847,"Milanuncios: Segunda mano, motor, pisos y empleo - Adevinta Spain, S.txt",
848,Milkbasket - Hasslefree Daily Grocery Delivery - Milkbasket.txt,
849,Mint Business News - HT Media Ltd.txt,
850,Mirror - Fashion Social Ecommerce - Mirror srl.txt,
851,MobiCommerce - Electronics eCommerce App - MobiCommerce.txt,
852,MobiCommerce - React Native eCommerce Mobile App - MobiCommerce.txt,
853,MobiRoller App Maker - Build apps without coding! - MobiRoller.txt,
854,Mobile Phones Sale and Buy - Best Top Mobile Phone - Arvind K Maurya.txt,
855,Mojeeb مجيب - Food Delivery - Mojeeb.txt,
856,Monzo Bank - Monzo.txt,
857,Motors.txt,
858,Mr Bean - Special Delivery - Good Catch.txt,
859,Mr.txt,
860,Multi-Vendor Ecommerce App - exlcart.txt,
861,Music Market: Buy & Sell your Instrument - CTS WebLab.txt,
862,My Business Internet - Vodacom Pty Ltd.txt,
863,My Private Banking - BNL S.txt,
864,My Success Story business game - Rodan mobile Kft.txt,
865,"MyGizmo - Buy, Sell, & Trade - Trayak.txt",
866,MyUS Global Shipping App - MyUS.txt,
867,MyUS Shopping: Get What You Love From the USA - MyUS.txt,
868,NAB Online Banking - NEUE AARGAUER BANK AG.txt,
869,Naing BSell - Myanmar Buy & Sell - NaingBSell.txt,
870,Namshi Online Fashion Shopping - Namshi.txt,
871,Nasser Pharmacy - Nasser Pharmacy eCommerce Team.txt,
872,Nations Mobile Banking - Nations Trust Bank PLC.txt,
873,Nautica Magento Mobile App - velsof.txt,
874,NearMalls Ecommerce - Near Malls.txt,
875,Necklace Set Online Shopping - Mirraw.txt,
876,Need Deliver Driver - Need Deliver Co.txt,
877,New Sarees Online Shopping App - Doveloper kk.txt,
878,New Zealand Online Shopping Sites - Online Store - Cam-Techno168.txt,
879,Newchic-Fashion Shopping Online - Newchic.txt,
880,Nexi Pay - Nexi Payments.txt,
881,Nigeria Online Shopping Stores - Tegy24 Technologies.txt,
882,Nippon India Business Easy 2.txt,
883,"NoBroker Flat, Apartment, House, Rent, Buy & Sell - NoBroker Technologies Solutions Pvt Ltd.txt",
884,North Loop - No fee global banking - North Loop.txt,
885,Nykaa Fashion – Online Shopping App - Nykaa.txt,
886,OC Delivery - One Click 2 Deliver.txt,
887,OFFERit - Buy and Sell Used Stuff Locally letgo - offerit.txt,
888,OLX Arabia - أوليكس - OLX Global B.txt,
889,OOCL Lite - CargoSmart (Hong Kong) Limited.txt,
890,ORDEROW - Everything delivery app - Orderow.txt,
891,Octopus for Business - Octopus Cards Limited.txt,
892,Offer and Buy - Offer And Buy.txt,
893,Office Chat & Business Chat App - Troop Messenger - TVISHA.txt,
894,OhoShop - eCommerce App Builder - OhoShop.txt,
895,"Old Bike Sale and Buy –Used Bike, Second Hand Bike - Arvind K Maurya.txt",
896,Old Laptop Sell Online –Used Laptop Sell Online - Arvind K Maurya.txt,
897,Old Mobile –Second Hand mobile Sell and Buy - Arvind K Maurya.txt,
898,"Old Motorcycle Sell purchase – Old Bike, Used Bike - Arvind K Maurya.txt",
899,Omni Websites: Free Website Builder & Online Store - Just Dial Ltd.txt,
900,OneKyat - Myanmar Buy & Sell - OneKyat Co.txt,
901,OneTracker - Package Tracking - OneTracker.txt,
902,Online Cake And Flowers: Same Day Delivery - Online Cake and Flowers.txt,
903,Online Marketing - SBtechpoint.txt,
904,Online Shop - Buy & Sell World - Cam-Technology.txt,
905,Online Shopping - India - IELTS help.txt,
906,Online Shopping - info.txt,
907,Online Shopping App For Women - Mirraw.txt,
908,Online Shopping App For Women - RRsalesApp.txt,
909,"Online Shopping App: Free Offer, India Shop Online - Free Online Shopping Apps.txt",
910,Online Shopping Apps - Shopping App.txt,
911,Online Shopping China - China Shopping - All in One App info.txt,
912,Online Shopping Ethiopia - RoyalAppz.txt,
913,Online Shopping Germany - Germany Shopping - All in One App info.txt,
914,Online Shopping In Myanmar - JB Solutionz.txt,
915,Online Shopping India - Bhaskars.txt,
916,Online Shopping India - Lite - Online Developers.txt,
917,Online Shopping India - Velarudh®.txt,
918,Online Shopping India-All Indian Online Shopping - Md Shoriful hasan.txt,
919,Online Shopping Ireland - Ireland Shopping - All in One App info.txt,
920,Online Shopping Italy - Italy Shopping - All in One App info.txt,
921,Online Shopping KSA Saudi - Saudi Arabia Shopping - All in One App info.txt,
922,Online Shopping Malaysia - Team Sparkling.txt,
923,Online Shopping Myanmar - Myanmar Shopping - All in One App info.txt,
924,Online Shopping Netherlands - Netherlands Shopping - All in One App info.txt,
925,Online Shopping Philippines - Philippines Shopping - All in One App info.txt,
926,Online Shopping Philippines - Team Sparkling.txt,
927,Online Shopping Sri Lanka - Sri Lanka Shopping - All in One App info.txt,
928,Online Shopping Turkey - Team Sparkling.txt,
929,Online Shopping Turkey - Turkey Shopping - All in One App info.txt,
930,Online Shopping Vietnam - Vietnam Shopping - All in One App info.txt,
931,Online Shopping World - Cam-Technology.txt,
932,Online Shopping for Kids - DigiWebApps.txt,
933,Online Shopping in Australia - MGS Apps.txt,
934,Online Shopping in Dubai - Raz Technology.txt,
935,Online Shopping in Pakistan - TWKidsApps.txt,
936,Online Shopping in UK - Raz Technology.txt,
937,Online shopping: Price comparison app - Buyhatke Online Shopping.txt,
938,Orderin: Food Delivery - OrderIn HQ.txt,
939,Orderlord Driver (Delivery app) - Orderlord.txt,
940,Oriflame Business - Oriflame.txt,
941,Otlob - Food Delivery - Otlob.txt,
942,OurShopee - Online Shopping - OurShopee.txt,
943,"POS: Point of Sale, Orders, Inventory & Receipts - Kyte App.txt",
944,POTAFO - Online Food Delivery - POTAFO.txt,
945,Package Tracker Express - Minstech Software.txt,
946,"Package Tracking - Toll, DHL, UPS, ParcelPoint - Tracking Labs.txt",
947,"Pakbreed: Sell & Buy Pets, Animals and Accessories - Barrak Wallay Technology Company.txt",
948,Panda delivery - alexaccandr.txt,
949,Parcel Tracker – postal package & delivery tracker - Steve Robertson.txt,
