STT,Data type,api,class,function,times,desciption,Sub-Data type
6332,Media,android.media,android.media.AudioFocusRequest.Builder,"setOnAudioFocusChangeListener(AudioManager.OnAudioFocusChangeListener listener, Handler handler)",23161,"Sets the listener called when audio focus changes after being requested with AudioManager#requestAudioFocus(AudioFocusRequest), and until being abandoned with AudioManager#abandonAudioFocusRequest(AudioFocusRequest).",Audio
6333,Media,android.media,android.media.AudioFocusRequest.Builder,setWillPauseWhenDucked(boolean pauseOnDuck),23161,Declare the intended behavior of the application with regards to audio ducking.,Audio
6334,Media,android.media,android.media.AudioFocusRequest.Builder,CHANNEL_CONFIGURATION_DEFAULT,23161,,Channels
6335,Media,android.media,android.media.AudioFormat,CHANNEL_CONFIGURATION_INVALID,23161,,Channels
6336,Media,android.media,android.media.AudioFormat,CHANNEL_CONFIGURATION_MONO,23161,,Channels
6337,Media,android.media,android.media.AudioFormat,CHANNEL_CONFIGURATION_STEREO,23161,,Channels
6338,Media,android.media,android.media.AudioFormat,CHANNEL_INVALID,23161,,Channels
6339,Media,android.media,android.media.AudioFormat,CHANNEL_IN_BACK,23161,,Channels
6340,Media,android.media,android.media.AudioFormat,CHANNEL_IN_BACK_PROCESSED,23161,,Channels
6341,Media,android.media,android.media.AudioFormat,CHANNEL_IN_DEFAULT,23161,,Channels
6342,Media,android.media,android.media.AudioFormat,CHANNEL_IN_FRONT,23161,,Channels
6343,Media,android.media,android.media.AudioFormat,CHANNEL_IN_FRONT_PROCESSED,23161,,Channels
6344,Media,android.media,android.media.AudioFormat,CHANNEL_IN_LEFT,23161,,Channels
6345,Media,android.media,android.media.AudioFormat,CHANNEL_IN_LEFT_PROCESSED,23161,,Channels
6346,Media,android.media,android.media.AudioFormat,CHANNEL_IN_MONO,23161,,Channels
6347,Media,android.media,android.media.AudioFormat,CHANNEL_IN_PRESSURE,23161,,Channels
6348,Media,android.media,android.media.AudioFormat,CHANNEL_IN_RIGHT,23161,,Channels
6349,Media,android.media,android.media.AudioFormat,CHANNEL_IN_RIGHT_PROCESSED,23161,,Channels
6350,Media,android.media,android.media.AudioFormat,CHANNEL_IN_STEREO,23161,,Channels
6351,Media,android.media,android.media.AudioFormat,CHANNEL_IN_VOICE_DNLINK,23161,,Channels
6352,Media,android.media,android.media.AudioFormat,CHANNEL_IN_VOICE_UPLINK,23161,,Channels
6353,Media,android.media,android.media.AudioFormat,CHANNEL_IN_X_AXIS,23161,,Channels
6354,Media,android.media,android.media.AudioFormat,CHANNEL_IN_Y_AXIS,23161,,Channels
6355,Media,android.media,android.media.AudioFormat,CHANNEL_IN_Z_AXIS,23161,,Channels
6356,Media,android.media,android.media.AudioFormat,CHANNEL_OUT_5POINT1,23161,,Channels
6357,Media,android.media,android.media.AudioFormat,CHANNEL_OUT_7POINT1,23161,,Channels
6358,Media,android.media,android.media.AudioFormat,CHANNEL_OUT_7POINT1_SURROUND,23161,,Channels
6359,Media,android.media,android.media.AudioFormat,CHANNEL_OUT_BACK_CENTER,23161,,Channels
6360,Media,android.media,android.media.AudioFormat,CHANNEL_OUT_BACK_LEFT,23161,,Channels
6361,Media,android.media,android.media.AudioFormat,CHANNEL_OUT_BACK_RIGHT,23161,,Channels
6362,Media,android.media,android.media.AudioFormat,CHANNEL_OUT_DEFAULT,23161,,Channels
6363,Media,android.media,android.media.AudioFormat,CHANNEL_OUT_FRONT_CENTER,23161,,Channels
6364,Media,android.media,android.media.AudioFormat,CHANNEL_OUT_FRONT_LEFT,23161,,Channels
6365,Media,android.media,android.media.AudioFormat,CHANNEL_OUT_FRONT_LEFT_OF_CENTER,23161,,Channels
6366,Media,android.media,android.media.AudioFormat,CHANNEL_OUT_FRONT_RIGHT,23161,,Channels
6367,Media,android.media,android.media.AudioFormat,CHANNEL_OUT_FRONT_RIGHT_OF_CENTER,23161,,Channels
6368,Media,android.media,android.media.AudioFormat,CHANNEL_OUT_LOW_FREQUENCY,23161,,Channels
6369,Media,android.media,android.media.AudioFormat,CHANNEL_OUT_MONO,23161,,Channels
6370,Media,android.media,android.media.AudioFormat,CHANNEL_OUT_QUAD,23161,,Channels
6371,Media,android.media,android.media.AudioFormat,CHANNEL_OUT_SIDE_LEFT,23161,,Channels
6372,Media,android.media,android.media.AudioFormat,CHANNEL_OUT_SIDE_RIGHT,23161,,Channels
6373,Media,android.media,android.media.AudioFormat,CHANNEL_OUT_STEREO,23161,,Channels
6374,Media,android.media,android.media.AudioFormat,CHANNEL_OUT_SURROUND,23161,,Channels
6375,Media,android.media,android.media.AudioFormat,ENCODING_AAC_ELD,23161,,Channels
6376,Media,android.media,android.media.AudioFormat,ENCODING_AAC_HE_V1,23161,,Channels
6377,Media,android.media,android.media.AudioFormat,ENCODING_AAC_HE_V2,23161,,Channels
6378,Media,android.media,android.media.AudioFormat,ENCODING_AAC_LC,23161,,Channels
6379,Media,android.media,android.media.AudioFormat,ENCODING_AAC_XHE,23161,,Channels
6380,Media,android.media,android.media.AudioFormat,ENCODING_AC3,23161,,Channels
6381,Media,android.media,android.media.AudioFormat,ENCODING_AC4,23161,,Channels
6382,Media,android.media,android.media.AudioFormat,ENCODING_DEFAULT,23161,,Channels
6383,Media,android.media,android.media.AudioFormat,ENCODING_DOLBY_MAT,23161,,Channels
6384,Media,android.media,android.media.AudioFormat,ENCODING_DOLBY_TRUEHD,23161,,Channels
6385,Media,android.media,android.media.AudioFormat,ENCODING_DTS,23161,,Channels
6386,Media,android.media,android.media.AudioFormat,ENCODING_DTS_HD,23161,,Channels
6387,Media,android.media,android.media.AudioFormat,ENCODING_E_AC3,23161,,Channels
6388,Media,android.media,android.media.AudioFormat,ENCODING_E_AC3_JOC,23161,,Channels
6389,Media,android.media,android.media.AudioFormat,ENCODING_IEC61937,23161,,Channels
6390,Media,android.media,android.media.AudioFormat,ENCODING_INVALID,23161,,Channels
6391,Media,android.media,android.media.AudioFormat,ENCODING_MP3,23161,,Channels
6392,Media,android.media,android.media.AudioFormat,ENCODING_OPUS,23161,,Channels
6393,Media,android.media,android.media.AudioFormat,ENCODING_PCM_16BIT,23161,,Channels
6394,Media,android.media,android.media.AudioFormat,ENCODING_PCM_8BIT,23161,,Channels
6395,Media,android.media,android.media.AudioFormat,ENCODING_PCM_FLOAT,23161,,Channels
6396,Media,android.media,android.media.AudioFormat,SAMPLE_RATE_UNSPECIFIED,23161,,Channels
6397,Media,android.media,android.media.AudioFormat,getChannelCount(),23161,Return the channel count.,Channels
6398,Media,android.media,android.media.AudioFormat,getChannelIndexMask(),23161,Return the channel index mask.,Channels
6399,Media,android.media,android.media.AudioFormat,getChannelMask(),23161,Return the channel mask.,Channels
6400,Media,android.media,android.media.AudioFormat,getEncoding(),23161,Return the encoding.,Channels
6401,Media,android.media,android.media.AudioFormat,getFrameSizeInBytes(),23161,Return the frame size in bytes.,Channels
6402,Media,android.media,android.media.AudioFormat,getSampleRate(),23161,Return the sample rate.,Channels
6403,Media,android.media,android.media.AudioFormat,build(),23161,Combines all of the format characteristics that have been set and return a new AudioFormat object.,Channels
6404,Media,android.media,android.media.AudioFormat.Builder,setChannelIndexMask(int channelIndexMask),23161,Sets the channel index mask.,Channels
6405,Media,android.media,android.media.AudioFormat.Builder,setChannelMask(int channelMask),23161,Sets the channel position mask.,Channels
6406,Media,android.media,android.media.AudioFormat.Builder,setEncoding(int encoding),23161,Sets the data encoding format.,Channels
6407,Media,android.media,android.media.AudioFormat.Builder,setSampleRate(int sampleRate),23161,Sets the sample rate.,Channels
6408,Media,android.media,android.media.AudioFormat.Builder,ACTION_AUDIO_BECOMING_NOISY,23161,"Broadcast intent, a hint for applications that audio is about to become 'noisy' due to a change in audio outputs.",Audio
6409,Media,android.media,android.media.AudioManager,ACTION_HDMI_AUDIO_PLUG,23161,Broadcast Action: A sticky broadcast indicating an HDMI cable was plugged or unplugged.,Audio
6410,Media,android.media,android.media.AudioManager,ACTION_HEADSET_PLUG,23161,Broadcast Action: Wired Headset plugged in or unplugged.,Audio manager
6411,Media,android.media,android.media.AudioManager,ACTION_MICROPHONE_MUTE_CHANGED,23161,Broadcast Action: microphone muting state changed.,Audio manager
6412,Media,android.media,android.media.AudioManager,ACTION_SCO_AUDIO_STATE_CHANGED,23161,This constant was deprecated in API level 15. Use ACTION_SCO_AUDIO_STATE_UPDATED instead,Audio
6413,Media,android.media,android.media.AudioManager,ACTION_SCO_AUDIO_STATE_UPDATED,23161,Sticky broadcast intent action indicating that the Bluetooth SCO audio connection state has been updated.,Audio
6414,Media,android.media,android.media.AudioManager,ACTION_SPEAKERPHONE_STATE_CHANGED,23161,Broadcast Action: speakerphone state changed.,Audio manager
6415,Media,android.media,android.media.AudioManager,ADJUST_LOWER,23161,Decrease the ringer volume.,Audio manager
6416,Media,android.media,android.media.AudioManager,ADJUST_MUTE,23161,Mute the volume.,Audio manager
6417,Media,android.media,android.media.AudioManager,ADJUST_RAISE,23161,Increase the ringer volume.,Audio manager
6418,Media,android.media,android.media.AudioManager,ADJUST_SAME,23161,Maintain the previous ringer volume.,Audio manager
6419,Media,android.media,android.media.AudioManager,ADJUST_TOGGLE_MUTE,23161,Toggle the mute state.,Audio manager
6420,Media,android.media,android.media.AudioManager,ADJUST_UNMUTE,23161,Unmute the volume.,Audio manager
6421,Media,android.media,android.media.AudioManager,AUDIOFOCUS_GAIN,23161,"Used to indicate a gain of audio focus, or a request of audio focus, of unknown duration.",Audio
6422,Media,android.media,android.media.AudioManager,AUDIOFOCUS_GAIN_TRANSIENT,23161,"Used to indicate a temporary gain or request of audio focus, anticipated to last a short amount of time.",Audio
6423,Media,android.media,android.media.AudioManager,AUDIOFOCUS_GAIN_TRANSIENT_EXCLUSIVE,23161,"Used to indicate a temporary request of audio focus, anticipated to last a short amount of time, during which no other applications, or system components, should play anything.",Audio
6424,Media,android.media,android.media.AudioManager,AUDIOFOCUS_GAIN_TRANSIENT_MAY_DUCK,23161,"Used to indicate a temporary request of audio focus, anticipated to last a short amount of time, and where it is acceptable for other audio applications to keep playing after having lowered their output level (also referred to as ""ducking"").",Audio
6425,Media,android.media,android.media.AudioManager,AUDIOFOCUS_LOSS,23161,Used to indicate a loss of audio focus of unknown duration.,Audio
6426,Media,android.media,android.media.AudioManager,AUDIOFOCUS_LOSS_TRANSIENT,23161,Used to indicate a transient loss of audio focus.,Audio
6427,Media,android.media,android.media.AudioManager,AUDIOFOCUS_LOSS_TRANSIENT_CAN_DUCK,23161,"Used to indicate a transient loss of audio focus where the loser of the audio focus can lower its output volume if it wants to continue playing (also referred to as ""ducking""), as the new focus owner doesn't require others to be silent.",Audio
6428,Media,android.media,android.media.AudioManager,AUDIOFOCUS_NONE,23161,"Used to indicate no audio focus has been gained or lost, or requested.",Audio
6429,Media,android.media,android.media.AudioManager,AUDIOFOCUS_REQUEST_DELAYED,23161,"A focus change request whose granting is delayed: the request was successful, but the requester will only be granted audio focus once the condition that prevented immediate granting has ended.",Audio
6430,Media,android.media,android.media.AudioManager,AUDIOFOCUS_REQUEST_FAILED,23161,A failed focus change request.,Audio
6431,Media,android.media,android.media.AudioManager,AUDIOFOCUS_REQUEST_GRANTED,23161,A successful focus change request.,Audio
6432,Media,android.media,android.media.AudioManager,AUDIO_SESSION_ID_GENERATE,23161,A special audio session ID to indicate that the audio session ID isn't known and the framework should generate a new value.,Audio
6433,Media,android.media,android.media.AudioManager,ERROR,23161,A default error code.,Audio manager
6434,Media,android.media,android.media.AudioManager,ERROR_DEAD_OBJECT,23161,An error code indicating that the object reporting it is no longer valid and needs to be recreated.,Audio manager
6435,Media,android.media,android.media.AudioManager,EXTRA_AUDIO_PLUG_STATE,23161,Extra used in ACTION_HDMI_AUDIO_PLUG to communicate whether HDMI is plugged in or unplugged.,Audio
6436,Media,android.media,android.media.AudioManager,EXTRA_ENCODINGS,23161,Extra used in ACTION_HDMI_AUDIO_PLUG to define the audio encodings supported by the connected HDMI device.,HDMI
6437,Media,android.media,android.media.AudioManager,EXTRA_MAX_CHANNEL_COUNT,23161,Extra used in ACTION_HDMI_AUDIO_PLUG to define the maximum number of channels supported by the HDMI device.,Channels
6438,Media,android.media,android.media.AudioManager,EXTRA_RINGER_MODE,23161,The new ringer mode.,Audio manager
6439,Media,android.media,android.media.AudioManager,EXTRA_SCO_AUDIO_PREVIOUS_STATE,23161,Extra for intent ACTION_SCO_AUDIO_STATE_UPDATED containing the previous bluetooth SCO connection state.,Audio manager
6440,Media,android.media,android.media.AudioManager,EXTRA_SCO_AUDIO_STATE,23161,Extra for intent ACTION_SCO_AUDIO_STATE_CHANGED or ACTION_SCO_AUDIO_STATE_UPDATED containing the new bluetooth SCO connection state.,Audio manager
6441,Media,android.media,android.media.AudioManager,EXTRA_VIBRATE_SETTING,23161,This constant was deprecated in API level 16. Applications should maintain their own vibrate policy based on current ringer mode and listen to RINGER_MODE_CHANGED_ACTION instead.,Audio manager
6442,Media,android.media,android.media.AudioManager,EXTRA_VIBRATE_TYPE,23161,This constant was deprecated in API level 16. Applications should maintain their own vibrate policy based on current ringer mode and listen to RINGER_MODE_CHANGED_ACTION instead.,Audio manager
6443,Media,android.media,android.media.AudioManager,FLAG_ALLOW_RINGER_MODES,23161,Whether to include ringer modes as possible options when changing volume.,Audio manager
6444,Media,android.media,android.media.AudioManager,FLAG_PLAY_SOUND,23161,Whether to play a sound when changing the volume.,Sound
6445,Media,android.media,android.media.AudioManager,FLAG_REMOVE_SOUND_AND_VIBRATE,23161,"Removes any sounds/vibrate that may be in the queue, or are playing (related to changing volume).",Sound
6446,Media,android.media,android.media.AudioManager,FLAG_SHOW_UI,23161,Show a toast containing the current volume.,Audio manager
6447,Media,android.media,android.media.AudioManager,FLAG_VIBRATE,23161,Whether to vibrate if going into the vibrate ringer mode.,Audio manager
6448,Media,android.media,android.media.AudioManager,FX_FOCUS_NAVIGATION_DOWN,23161,Focus has moved down,Audio manager
6449,Media,android.media,android.media.AudioManager,FX_FOCUS_NAVIGATION_LEFT,23161,Focus has moved left,Audio manager
6450,Media,android.media,android.media.AudioManager,FX_FOCUS_NAVIGATION_RIGHT,23161,Focus has moved right,Audio manager
6451,Media,android.media,android.media.AudioManager,FX_FOCUS_NAVIGATION_UP,23161,Focus has moved up,Audio manager
6452,Media,android.media,android.media.AudioManager,FX_KEYPRESS_DELETE,23161,IME delete keypress sound,Audio manager
6453,Media,android.media,android.media.AudioManager,FX_KEYPRESS_INVALID,23161,Invalid keypress sound,Audio manager
6454,Media,android.media,android.media.AudioManager,FX_KEYPRESS_RETURN,23161,IME return_keypress sound,Audio manager
6455,Media,android.media,android.media.AudioManager,FX_KEYPRESS_SPACEBAR,23161,IME spacebar keypress sound,Audio manager
6456,Media,android.media,android.media.AudioManager,FX_KEYPRESS_STANDARD,23161,IME standard keypress sound,Audio manager
6457,Media,android.media,android.media.AudioManager,FX_KEY_CLICK,23161,Keyboard and direction pad click sound,Audio manager
6458,Media,android.media,android.media.AudioManager,GET_DEVICES_ALL,23161,Specifies to the AudioManager#getDevices(int) method to include both source and sink devices.,Audio manager
6459,Media,android.media,android.media.AudioManager,GET_DEVICES_INPUTS,23161,Specifies to the AudioManager#getDevices(int) method to include source (i.e.,Audio manager
6460,Media,android.media,android.media.AudioManager,GET_DEVICES_OUTPUTS,23161,Specifies to the AudioManager#getDevices(int) method to include sink (i.e.,Audio manager
6461,Media,android.media,android.media.AudioManager,MODE_CALL_SCREENING,23161,Call screening in progress.,Audio manager
6462,Media,android.media,android.media.AudioManager,MODE_CURRENT,23161,Current audio mode.,Audio manager
6463,Media,android.media,android.media.AudioManager,MODE_INVALID,23161,Invalid audio mode.,Audio manager
6464,Media,android.media,android.media.AudioManager,MODE_IN_CALL,23161,In call audio mode.,Audio manager
6465,Media,android.media,android.media.AudioManager,MODE_IN_COMMUNICATION,23161,In communication audio mode.,Audio manager
6466,Media,android.media,android.media.AudioManager,MODE_NORMAL,23161,Normal audio mode: not ringing and no call established.,Audio manager
6467,Media,android.media,android.media.AudioManager,MODE_RINGTONE,23161,Ringing audio mode.,Audio manager
6468,Media,android.media,android.media.AudioManager,NUM_STREAMS,23161,This constant was deprecated in API level 15. Do not iterate on volume stream type values.,Audio manager
6469,Media,android.media,android.media.AudioManager,PROPERTY_OUTPUT_FRAMES_PER_BUFFER,23161,"Used as a key for getProperty(String) to request the native or optimal output buffer size for this device's low latency output stream, in decimal PCM frames.",Audio manager
6470,Media,android.media,android.media.AudioManager,PROPERTY_OUTPUT_SAMPLE_RATE,23161,"Used as a key for getProperty(String) to request the native or optimal output sample rate for this device's low latency output stream, in decimal Hz.",Audio manager
6471,Media,android.media,android.media.AudioManager,PROPERTY_SUPPORT_AUDIO_SOURCE_UNPROCESSED,23161,Used as a key for getProperty(String) to determine if the unprocessed audio source is available and supported with the expected frequency range and level response.,Audio
6472,Media,android.media,android.media.AudioManager,PROPERTY_SUPPORT_MIC_NEAR_ULTRASOUND,23161,Used as a key for getProperty(String) to determine if the default microphone audio source supports near-ultrasound frequencies (range of 18 - 21 kHz).,Sound
6473,Media,android.media,android.media.AudioManager,PROPERTY_SUPPORT_SPEAKER_NEAR_ULTRASOUND,23161,Used as a key for getProperty(String) to determine if the default speaker audio path supports near-ultrasound frequencies (range of 18 - 21 kHz).,Sound
6474,Media,android.media,android.media.AudioManager,RINGER_MODE_CHANGED_ACTION,23161,Sticky broadcast intent action indicating that the ringer mode has changed.,Audio manager
6475,Media,android.media,android.media.AudioManager,RINGER_MODE_NORMAL,23161,Ringer mode that may be audible and may vibrate.,Audio manager
6476,Media,android.media,android.media.AudioManager,RINGER_MODE_SILENT,23161,Ringer mode that will be silent and will not vibrate.,Audio manager
6477,Media,android.media,android.media.AudioManager,RINGER_MODE_VIBRATE,23161,Ringer mode that will be silent and will vibrate.,Audio manager
6478,Media,android.media,android.media.AudioManager,ROUTE_ALL,23161,"This constant was deprecated in API level 15. Do not set audio routing directly, use setSpeakerphoneOn(), setBluetoothScoOn() methods instead.",Audio manager
6479,Media,android.media,android.media.AudioManager,ROUTE_BLUETOOTH,23161,"This constant was deprecated in API level 15. use ROUTE_BLUETOOTH_SCODo not set audio routing directly, use setSpeakerphoneOn(), setBluetoothScoOn() methods instead.",Audio manager
6480,Media,android.media,android.media.AudioManager,ROUTE_BLUETOOTH_A2DP,23161,"This constant was deprecated in API level 15. Do not set audio routing directly, use setSpeakerphoneOn(), setBluetoothScoOn() methods instead.",Audio manager
6481,Media,android.media,android.media.AudioManager,ROUTE_BLUETOOTH_SCO,23161,"This constant was deprecated in API level 15. Do not set audio routing directly, use setSpeakerphoneOn(), setBluetoothScoOn() methods instead.",Audio manager
6482,Media,android.media,android.media.AudioManager,ROUTE_EARPIECE,23161,"This constant was deprecated in API level 15. Do not set audio routing directly, use setSpeakerphoneOn(), setBluetoothScoOn() methods instead.",Audio manager
6483,Media,android.media,android.media.AudioManager,ROUTE_HEADSET,23161,"This constant was deprecated in API level 15. Do not set audio routing directly, use setSpeakerphoneOn(), setBluetoothScoOn() methods instead.",Audio manager
6484,Media,android.media,android.media.AudioManager,ROUTE_SPEAKER,23161,"This constant was deprecated in API level 15. Do not set audio routing directly, use setSpeakerphoneOn(), setBluetoothScoOn() methods instead.",Audio manager
6485,Media,android.media,android.media.AudioManager,SCO_AUDIO_STATE_CONNECTED,23161,Value for extra EXTRA_SCO_AUDIO_STATE or EXTRA_SCO_AUDIO_PREVIOUS_STATE indicating that the SCO audio channel is established,Audio
6486,Media,android.media,android.media.AudioManager,SCO_AUDIO_STATE_CONNECTING,23161,Value for extra EXTRA_SCO_AUDIO_STATE or EXTRA_SCO_AUDIO_PREVIOUS_STATE indicating that the SCO audio channel is being established,Audio
6487,Media,android.media,android.media.AudioManager,SCO_AUDIO_STATE_DISCONNECTED,23161,Value for extra EXTRA_SCO_AUDIO_STATE or EXTRA_SCO_AUDIO_PREVIOUS_STATE indicating that the SCO audio channel is not established,Audio
6488,Media,android.media,android.media.AudioManager,SCO_AUDIO_STATE_ERROR,23161,Value for extra EXTRA_SCO_AUDIO_STATE indicating that there was an error trying to obtain the state,Audio
6489,Media,android.media,android.media.AudioManager,STREAM_ACCESSIBILITY,23161,Used to identify the volume of audio streams for accessibility prompts,Audio manager
6490,Media,android.media,android.media.AudioManager,STREAM_ALARM,23161,Used to identify the volume of audio streams for alarms,Audio manager
6491,Media,android.media,android.media.AudioManager,STREAM_DTMF,23161,Used to identify the volume of audio streams for DTMF Tones,Audio manager
6492,Media,android.media,android.media.AudioManager,STREAM_MUSIC,23161,Used to identify the volume of audio streams for music playback,Music
6493,Media,android.media,android.media.AudioManager,STREAM_NOTIFICATION,23161,Used to identify the volume of audio streams for notifications,Audio manager
6494,Media,android.media,android.media.AudioManager,STREAM_RING,23161,Used to identify the volume of audio streams for the phone ring,Audio manager
6495,Media,android.media,android.media.AudioManager,STREAM_SYSTEM,23161,Used to identify the volume of audio streams for system sounds,Audio manager
6496,Media,android.media,android.media.AudioManager,STREAM_VOICE_CALL,23161,Used to identify the volume of audio streams for phone calls,Audio manager
6497,Media,android.media,android.media.AudioManager,USE_DEFAULT_STREAM_TYPE,23161,Suggests using the default stream type.,Audio manager
6498,Media,android.media,android.media.AudioManager,VIBRATE_SETTING_CHANGED_ACTION,23161,This constant was deprecated in API level 16. Applications should maintain their own vibrate policy based on current ringer mode and listen to RINGER_MODE_CHANGED_ACTION instead.,Audio manager
6499,Media,android.media,android.media.AudioManager,VIBRATE_SETTING_OFF,23161,This constant was deprecated in API level 16. Applications should maintain their own vibrate policy based on current ringer mode that can be queried via getRingerMode().,Audio manager
6500,Media,android.media,android.media.AudioManager,VIBRATE_SETTING_ON,23161,This constant was deprecated in API level 16. Applications should maintain their own vibrate policy based on current ringer mode that can be queried via getRingerMode().,Audio manager
6501,Media,android.media,android.media.AudioManager,VIBRATE_SETTING_ONLY_SILENT,23161,This constant was deprecated in API level 16. Applications should maintain their own vibrate policy based on current ringer mode that can be queried via getRingerMode().,Audio manager
6502,Media,android.media,android.media.AudioManager,VIBRATE_TYPE_NOTIFICATION,23161,This constant was deprecated in API level 16. Applications should maintain their own vibrate policy based on current ringer mode that can be queried via getRingerMode().,Audio manager
6503,Media,android.media,android.media.AudioManager,VIBRATE_TYPE_RINGER,23161,This constant was deprecated in API level 16. Applications should maintain their own vibrate policy based on current ringer mode that can be queried via getRingerMode().,Audio manager
6504,Media,android.media,android.media.AudioManager,abandonAudioFocus(AudioManager.OnAudioFocusChangeListener l),23161,This method was deprecated in API level 26. use abandonAudioFocusRequest(android.media.AudioFocusRequest),Audio
6505,Media,android.media,android.media.AudioManager,"adjustStreamVolume(int streamType, int direction, int flags)",23161,Adjusts the volume of a particular stream by one step in a direction.,Volume
6506,Media,android.media,android.media.AudioManager,"adjustSuggestedStreamVolume(int direction, int suggestedStreamType, int flags)",23161,"Adjusts the volume of the most relevant stream, or the given fallback stream.",Volume
6507,Media,android.media,android.media.AudioManager,"adjustVolume(int direction, int flags)",23161,Adjusts the volume of the most relevant stream.,Volume
6508,Media,android.media,android.media.AudioManager,dispatchMediaKeyEvent(KeyEvent keyEvent),23161,Sends a simulated key event for a media button.,Audio manager
6509,Media,android.media,android.media.AudioManager,generateAudioSessionId(),23161,Return a new audio session identifier not associated with any player or effect.,Audio manager
6510,Media,android.media,android.media.AudioManager,getActivePlaybackConfigurations(),23161,Returns the current active audio playback configurations of the device,Audio manager
6511,Media,android.media,android.media.AudioManager,getActiveRecordingConfigurations(),23161,Returns the current active audio recording configurations of the device.,Audio manager
6512,Media,android.media,android.media.AudioManager,getDevices(int flags),23161,Returns an array of AudioDeviceInfo objects corresponding to the audio devices currently connected to the system and meeting the criteria specified in the flags parameter.,Audio manager
6513,Media,android.media,android.media.AudioManager,getMicrophones(),23161,Returns a list of MicrophoneInfo that corresponds to the characteristics of all available microphones.,Audio manager
6514,Media,android.media,android.media.AudioManager,getMode(),23161,Returns the current audio mode.,Audio manager
6515,Media,android.media,android.media.AudioManager,getParameters(String keys),23161,Gets a variable number of parameter values from audio hardware.,Audio manager
6516,Media,android.media,android.media.AudioManager,getProperty(String key),23161,Returns the value of the property with the specified key.,Audio manager
6517,Media,android.media,android.media.AudioManager,getRingerMode(),23161,Returns the current ringtone mode.,Audio manager
6518,Media,android.media,android.media.AudioManager,getRouting(int mode),23161,"This method was deprecated in API level 15. Do not query audio routing directly, use isSpeakerphoneOn(), isBluetoothScoOn(), isBluetoothA2dpOn() and isWiredHeadsetOn() methods instead.",Audio manager
6519,Media,android.media,android.media.AudioManager,getStreamMaxVolume(int streamType),23161,Returns the maximum volume index for a particular stream.,Volume
6520,Media,android.media,android.media.AudioManager,getStreamMinVolume(int streamType),23161,Returns the minimum volume index for a particular stream.,Volume
6521,Media,android.media,android.media.AudioManager,getStreamVolume(int streamType),23161,Returns the current volume index for a particular stream.,Volume
6522,Media,android.media,android.media.AudioManager,"getStreamVolumeDb(int streamType, int index, int deviceType)",23161,"Returns the volume in dB (decibel) for the given stream type at the given volume index, on the given type of audio output device.",Volume
6523,Media,android.media,android.media.AudioManager,getVibrateSetting(int vibrateType),23161,This method was deprecated in API level 16. Applications should maintain their own vibrate policy based on current ringer mode that can be queried via getRingerMode().,Audio manager
6524,Media,android.media,android.media.AudioManager,isBluetoothA2dpOn(),23161,This method was deprecated in API level 26. Use AudioManager#getDevices(int) instead to list available audio devices.,Audio manager
6525,Media,android.media,android.media.AudioManager,isBluetoothScoAvailableOffCall(),23161,Indicates if current platform supports use of SCO for off call use cases.,Audio manager
6526,Media,android.media,android.media.AudioManager,isBluetoothScoOn(),23161,Checks whether communications use Bluetooth SCO.,Audio manager
6527,Media,android.media,android.media.AudioManager,isCallScreeningModeSupported(),23161,Indicates if the platform supports a special call screening and call monitoring mode.,Audio manager
6528,Media,android.media,android.media.AudioManager,isHapticPlaybackSupported(),23161,Return if audio haptic coupled playback is supported or not.,Audio manager
6529,Media,android.media,android.media.AudioManager,isMicrophoneMute(),23161,Checks whether the microphone mute is on or off.,Audio manager
6530,Media,android.media,android.media.AudioManager,isMusicActive(),23161,Checks whether any music is active.,Music
6531,Media,android.media,android.media.AudioManager,"isOffloadedPlaybackSupported(AudioFormat format, AudioAttributes attributes)",23161,Returns whether offloaded playback of an audio format is supported on the device.,Audio
6532,Media,android.media,android.media.AudioManager,isSpeakerphoneOn(),23161,Checks whether the speakerphone is on or off.,Audio manager
6533,Media,android.media,android.media.AudioManager,isStreamMute(int streamType),23161,Returns the current mute state for a particular stream.,Audio manager
6534,Media,android.media,android.media.AudioManager,isVolumeFixed(),23161,Indicates if the device implements a fixed volume policy.,Volume
6535,Media,android.media,android.media.AudioManager,isWiredHeadsetOn(),23161,This method was deprecated in API level 15. Use AudioManager#getDevices(int) instead to list available audio devices.,Audio manager
6536,Media,android.media,android.media.AudioManager,loadSoundEffects(),23161,Load Sound effects.,Sound
6537,Media,android.media,android.media.AudioManager,playSoundEffect(int effectType),23161,"Plays a sound effect (Key clicks, lid open/close...)",Sound
6538,Media,android.media,android.media.AudioManager,"registerAudioPlaybackCallback(AudioManager.AudioPlaybackCallback cb, Handler handler)",23161,Register a callback to be notified of audio playback changes through AudioPlaybackCallback,Audio
6539,Media,android.media,android.media.AudioManager,"registerAudioRecordingCallback(AudioManager.AudioRecordingCallback cb, Handler handler)",23161,Register a callback to be notified of audio recording changes through AudioRecordingCallback,Audio
6540,Media,android.media,android.media.AudioManager,registerMediaButtonEventReceiver(ComponentName eventReceiver),23161,This method was deprecated in API level 21. Use MediaSession#setMediaButtonReceiver(PendingIntent) instead.,Audio manager
6541,Media,android.media,android.media.AudioManager,registerMediaButtonEventReceiver(PendingIntent eventReceiver),23161,This method was deprecated in API level 21. Use MediaSession#setMediaButtonReceiver(PendingIntent) instead.,Audio manager
